customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count
5159-YYGIX,2019-02-16,Organic,2020-02-16,Premium,Monthly,,,23.99,1991.17,20,0,Aarav,India,Madhya Pradesh,Female,1969-08-17,,,,
7871-AWUCZ,2020-01-24,Referral,2021-01-24,Basic,Annual,2020-07-15,Poor streaming quality,7.99,39.95,96,1,Pooja,India,Madhya Pradesh,Female,2002-05-26,,,,
5248-TLSQT,2023-03-08,Referral,2024-03-08,Basic,Monthly,,,8.99,305.66,19,0,Aarav,India,Odisha,Female,1970-08-22,2023-06-20,N,60.0,1.0
4157-WEWQD,2021-04-23,Paid,2022-04-23,Standard,Annual,,,15.99,911.43,22,0,Ishaan,India,Kerala,Male,2003-05-28,,,,
7820-RFJGJ,2023-05-07,Organic,2024-05-07,Standard,Monthly,2024-11-01,Not enough content,14.99,269.82,53,1,Pooja,India,Uttar Pradesh,Female,1970-06-30,,,,
2602-BWPMS,2020-05-11,Organic,2021-05-11,Premium,Annual,,,22.99,1563.32,51,0,Vishal,India,Rajasthan,Male,1991-01-28,2023-05-18,N,80.0,1.0
3646-TPXSU,2020-02-01,Paid,2021-02-01,Basic,Monthly,,,6.99,503.28,12,0,Karan,India,Uttar Pradesh,Female,1992-05-09,,,,
5024-AYUIC,2021-01-23,Organic,2022-01-23,Basic,Annual,2022-10-01,Too expensive,6.99,139.8,91,1,Ishaan,India,Delhi,Female,2003-02-19,,,,
2428-BCIYA,2022-09-17,Referral,2023-09-17,Premium,Annual,2023-09-13,Not enough content,22.99,275.88,91,1,Aarav,India,Karnataka,Female,1972-06-23,2023-07-08,Y,20.0,3.0
3528-BQXMC,2021-02-07,Paid,2022-02-07,Standard,Annual,,,13.99,825.41,43,0,Rahul,India,Bihar,Male,1988-08-28,,,,
5911-QQLJB,2019-04-04,Paid,2020-04-04,Premium,Monthly,,,22.99,1885.18,11,0,Karan,India,Uttar Pradesh,Female,2005-12-28,,,,
4767-EFHNC,2023-03-25,Referral,2024-03-25,Premium,Annual,,,22.99,758.67,22,0,Ananya,India,Maharashtra,Female,1976-08-05,2025-07-15,N,60.0,1.0
3748-SZCNB,2024-07-15,Paid,2025-07-15,Premium,Annual,2025-03-13,Forgot to cancel trial,23.99,191.92,78,1,Pooja,India,Madhya Pradesh,Male,2005-07-21,2025-01-01,N,90.0,1.0
5597-DTJUP,2019-06-17,Referral,2020-06-17,Basic,Annual,,,6.99,552.21,50,0,Rahul,India,Odisha,Male,1967-12-01,2020-05-04,N,80.0,1.0
7297-VBUIK,2019-11-27,Referral,2020-11-27,Premium,Annual,2020-08-21,Poor streaming quality,22.99,183.92,60,1,Sneha,India,Bihar,Female,1980-09-04,,,,
6933-ELVTJ,2023-10-12,Organic,2024-10-12,Premium,Monthly,,,24.99,674.73,54,0,Meera,India,Delhi,Female,1969-07-03,2024-03-11,Y,50.0,1.0
9827-EENKX,2019-01-11,Organic,2020-01-11,Standard,Monthly,,,13.99,1175.16,39,0,Ananya,India,Karnataka,Male,1986-11-08,,,,
1427-ISWZM,2019-01-25,Organic,2020-01-25,Basic,Monthly,2020-04-11,Poor streaming quality,6.99,97.86,85,1,Tanvi,India,Haryana,Female,1964-09-03,2019-08-09,Y,50.0,1.0
6001-KEFBI,2019-04-05,Paid,2020-04-05,Basic,Monthly,,,8.99,737.18,48,0,Nikhil,India,Punjab,Female,1979-05-07,,,,
1217-TDSSA,2020-03-25,Organic,2021-03-25,Standard,Annual,,,13.99,979.3,2,0,Priya,India,Tamil Nadu,Female,1981-09-15,2025-05-12,N,80.0,1.0
1907-XWDGX,2021-04-02,Referral,2022-04-02,Standard,Monthly,,,13.99,797.43,47,0,Vishal,India,Haryana,Male,1962-07-17,2021-04-13,N,100.0,1.0
6272-XUVRG,2022-10-12,Organic,2023-10-12,Premium,Monthly,,,24.99,974.61,10,0,Varun,India,Tamil Nadu,Male,1988-06-27,,,,
0935-VYSFH,2021-05-03,Referral,2022-05-03,Premium,Monthly,,,24.99,1399.44,28,0,Aarav,India,Karnataka,Male,1972-02-14,,,,
1655-IZJDA,2020-04-12,Referral,2021-04-12,Basic,Monthly,2022-07-31,Forgot to cancel trial,6.99,195.72,74,1,Riya,India,Maharashtra,Female,1996-09-29,,,,
1029-SAVST,2024-12-14,Paid,2025-12-14,Standard,Monthly,,,13.99,167.88,51,0,Meera,India,Maharashtra,Female,1981-05-24,2025-09-07,N,80.0,2.0
6043-JONSR,2019-11-20,Paid,2020-11-20,Standard,Monthly,2021-05-11,Not enough content,13.99,237.83,56,1,Tanvi,India,Odisha,Male,1989-08-16,2020-11-05,Y,60.0,1.0
8089-RUSKU,2020-06-15,Organic,2021-06-15,Basic,Annual,,,7.99,535.33,16,0,Shreya,India,Delhi,Male,1991-02-14,,,,
2228-OOAOO,2021-06-14,Referral,2022-06-14,Basic,Monthly,2022-09-30,Switched to competitor,8.99,134.85,97,1,Rohan,India,Uttar Pradesh,Male,1996-12-08,2022-05-27,N,90.0,1.0
4605-VYQFS,2022-10-02,Organic,2023-10-02,Premium,Annual,,,22.99,896.61,20,0,Vishal,India,Bihar,Female,1960-06-22,,,,
7360-UBYSN,2024-06-13,Organic,2025-06-13,Standard,Annual,2024-08-28,Too expensive,13.99,27.98,94,1,Nikhil,India,Rajasthan,Female,1969-08-11,2024-06-16,N,80.0,1.0
9966-LMERI,2023-01-07,Organic,2024-01-07,Basic,Monthly,2023-08-23,Poor streaming quality,6.99,48.93,76,1,Tanvi,India,Punjab,Female,2003-09-07,,,,
4932-NELDM,2019-06-11,Organic,2020-06-11,Standard,Annual,2019-11-13,Not enough content,14.99,74.95,67,1,Kavya,India,Punjab,Female,1977-12-01,,,,
6084-MNNBD,2022-08-12,Organic,2023-08-12,Premium,Annual,2025-01-10,Too expensive,22.99,666.71,81,1,Diya,India,Rajasthan,Male,1989-01-02,2024-09-26,N,70.0,2.0
0158-DQQHK,2024-02-14,Referral,2025-02-14,Basic,Monthly,,,6.99,153.78,62,0,Neha,India,Odisha,Male,1976-09-16,,,,
6486-KUYCG,2022-06-28,Paid,2023-06-28,Standard,Annual,2023-06-01,Switched to competitor,15.99,175.89,98,1,Sakshi,India,Kerala,Female,1967-03-14,2023-03-29,N,100.0,1.0
7718-PDFEP,2022-02-16,Referral,2023-02-16,Basic,Annual,2023-05-26,Too expensive,6.99,104.85,85,1,Aditya,India,Rajasthan,Male,1989-04-12,,,,
7724-LIALS,2019-01-25,Referral,2020-01-25,Premium,Annual,,,22.99,1931.16,73,0,Tanvi,India,Tamil Nadu,Male,1961-03-07,2019-05-26,N,60.0,1.0
7821-UKRJQ,2022-06-25,Organic,2023-06-25,Premium,Monthly,,,22.99,965.58,34,0,Sneha,India,Maharashtra,Male,1987-11-27,,,,
8717-TTKHI,2021-09-28,Referral,2022-09-28,Standard,Annual,,,13.99,713.49,91,0,Karan,India,Haryana,Female,1974-04-16,2023-04-20,N,80.0,1.0
7844-PGIKO,2019-03-09,Paid,2020-03-09,Premium,Monthly,,,22.99,1885.18,38,0,Riya,India,Maharashtra,Female,1967-02-13,,,,
5919-EZYGJ,2021-11-13,Paid,2022-11-13,Premium,Monthly,2022-10-02,Forgot to cancel trial,22.99,229.9,70,1,Vishal,India,Uttar Pradesh,Male,1986-11-07,,,,
8116-RBYZY,2022-10-13,Referral,2023-10-13,Basic,Monthly,,,7.99,311.61,61,0,Arjun,India,Kerala,Female,1966-05-09,,,,
4146-GPOPE,2024-11-11,Organic,2025-11-11,Basic,Monthly,,,8.99,116.87,25,0,Nikhil,India,Tamil Nadu,Female,1961-02-05,,,,
0770-TFBTS,2023-06-20,Organic,2024-06-20,Standard,Annual,,,15.99,479.7,66,0,Meera,India,Gujarat,Male,1992-06-22,2025-08-26,N,60.0,1.0
1671-TAYLA,2023-01-15,Referral,2024-01-15,Standard,Monthly,2023-05-20,Not enough content,15.99,63.96,96,1,Vishal,India,West Bengal,Male,1978-09-11,2023-03-21,Y,20.0,1.0
0015-KWNDX,2023-10-07,Paid,2024-10-07,Standard,Monthly,2023-11-30,Forgot to cancel trial,14.99,14.99,81,1,Mohan,India,Haryana,Female,1961-02-12,2023-11-23,Y,10.0,1.0
0063-WGHQM,2021-11-09,Referral,2022-11-09,Standard,Monthly,,,13.99,699.5,44,0,Aarav,India,Madhya Pradesh,Female,1984-02-15,,,,
6036-ZIEFK,2021-01-15,Paid,2022-01-15,Basic,Monthly,,,6.99,419.4,28,0,Shreya,India,Odisha,Male,1985-08-24,,,,
7764-RHOVB,2023-12-14,Paid,2024-12-14,Standard,Monthly,,,13.99,335.76,70,0,Riya,India,Odisha,Female,2004-06-11,,,,
2790-IWTFZ,2023-06-02,Paid,2024-06-02,Premium,Monthly,2024-08-02,Too expensive,22.99,321.86,69,1,Karan,India,Tamil Nadu,Male,1987-10-12,,,,
6177-BJQVP,2021-07-01,Paid,2022-07-01,Standard,Monthly,,,14.99,809.46,62,0,Akash,India,West Bengal,Female,1993-02-22,2024-08-28,N,70.0,1.0
8736-OBJLC,2021-06-19,Organic,2022-06-19,Basic,Annual,,,6.99,384.45,22,0,Meera,India,Bihar,Female,1963-06-26,,,,
8637-GFTDD,2024-12-18,Organic,2025-12-18,Standard,Annual,2027-05-15,Switched to competitor,13.99,405.71,87,1,Sakshi,India,Haryana,Male,1995-11-04,2026-02-07,N,90.0,3.0
7403-QIOAL,2022-02-14,Referral,2023-02-14,Premium,Annual,2024-03-05,Switched to competitor,22.99,574.75,9,1,Priya,India,Rajasthan,Female,1996-02-09,,,,
3921-WDKLO,2019-06-14,Organic,2020-06-14,Standard,Monthly,2021-01-01,Not enough content,14.99,269.82,90,1,Ishaan,India,Rajasthan,Male,1989-05-29,2020-10-12,Y,60.0,2.0
5396-GVIHX,2019-04-26,Organic,2020-04-26,Basic,Annual,,,6.99,566.19,24,0,Varun,India,Gujarat,Female,1999-06-24,2021-12-12,N,100.0,1.0
5524-SAVOG,2021-08-03,Referral,2022-08-03,Basic,Annual,2023-01-24,Too expensive,6.99,118.83,58,1,Meera,India,Karnataka,Female,1983-02-12,,,,
6144-CRKYT,2023-06-28,Referral,2024-06-28,Standard,Annual,,,13.99,419.7,72,0,Varun,India,Delhi,Male,1978-04-27,2024-11-24,Y,10.0,1.0
0738-INCYK,2021-08-06,Organic,2022-08-06,Standard,Annual,2023-07-19,Poor streaming quality,14.99,344.77,65,1,Aarav,India,West Bengal,Male,1986-04-05,2022-01-12,Y,20.0,1.0
7788-FXTLE,2023-01-14,Organic,2024-01-14,Premium,Annual,2023-05-08,Forgot to cancel trial,23.99,71.97,93,1,Vishal,India,Haryana,Female,1985-05-02,,,,
7041-NAUWR,2023-02-12,Paid,2024-02-12,Premium,Monthly,,,23.99,839.65,35,0,Karan,India,Bihar,Female,1984-01-04,,,,
8987-MMIGY,2020-11-05,Referral,2021-11-05,Standard,Monthly,2022-03-21,Forgot to cancel trial,15.99,255.84,98,1,Mohan,India,Gujarat,Female,1964-03-25,2021-04-26,N,80.0,2.0
2684-BHVJL,2021-04-28,Paid,2022-04-28,Basic,Monthly,2023-09-16,Forgot to cancel trial,6.99,202.71,97,1,Nikhil,India,Delhi,Female,1978-08-11,2023-06-06,N,60.0,1.0
3236-TEYDC,2021-01-13,Organic,2022-01-13,Premium,Monthly,2023-03-06,Forgot to cancel trial,23.99,623.74,76,1,Riya,India,Bihar,Female,1997-10-29,2021-11-10,N,90.0,1.0
3044-MBZPW,2023-08-19,Organic,2024-08-19,Standard,Annual,2026-01-09,Forgot to cancel trial,15.99,463.71,86,1,Riya,India,Odisha,Female,1993-03-01,2024-12-31,N,60.0,2.0
5484-AHPNB,2019-08-21,Paid,2020-08-21,Standard,Monthly,,,13.99,1077.23,73,0,Ananya,India,Bihar,Male,1963-11-21,,,,
0917-APMTJ,2020-05-02,Organic,2021-05-02,Basic,Monthly,,,6.99,475.32,42,0,Pooja,India,Tamil Nadu,Male,2000-08-23,,,,
4305-IFBSS,2022-11-27,Organic,2023-11-27,Basic,Annual,,,6.99,258.63,32,0,Karan,India,Madhya Pradesh,Male,1978-09-20,2024-05-03,Y,30.0,1.0
5940-XTHDS,2023-07-26,Referral,2024-07-26,Standard,Monthly,,,13.99,405.71,73,0,Ishaan,India,Maharashtra,Male,1973-06-09,,,,
3916-TQGTE,2021-02-15,Organic,2022-02-15,Basic,Monthly,,,8.99,530.41,85,0,Shreya,India,Haryana,Male,1971-02-24,,,,
3882-TDVYE,2023-09-13,Paid,2024-09-13,Premium,Monthly,,,22.99,643.72,4,0,Ishaan,India,Punjab,Female,1960-05-11,,,,
9753-MNYIR,2023-07-08,Referral,2024-07-08,Basic,Monthly,2025-01-19,Not enough content,6.99,125.82,30,1,Kavya,India,Delhi,Female,1991-03-31,,,,
2849-CGJDD,2023-02-23,Organic,2024-02-23,Standard,Annual,,,14.99,509.66,34,0,Ananya,India,Kerala,Female,1987-04-20,2025-08-03,N,70.0,2.0
8422-ZXZQO,2020-04-13,Organic,2021-04-13,Premium,Annual,,,22.99,1586.31,81,0,Arjun,India,Uttar Pradesh,Female,1991-05-27,2020-11-27,Y,10.0,1.0
6247-WFISV,2019-12-11,Referral,2020-12-11,Premium,Monthly,2020-12-28,Switched to competitor,22.99,275.88,53,1,Ananya,India,West Bengal,Male,1972-01-23,2019-12-15,Y,50.0,1.0
2963-NKDLM,2023-12-04,Referral,2024-12-04,Premium,Monthly,,,24.99,624.75,55,0,Rohan,India,Gujarat,Female,1967-01-21,2025-09-11,Y,10.0,1.0
8614-USKPV,2023-08-08,Organic,2024-08-08,Basic,Monthly,2025-02-04,Forgot to cancel trial,6.99,125.82,91,1,Shreya,India,Gujarat,Male,1968-12-26,,,,
8549-ZOMHR,2020-11-07,Paid,2021-11-07,Premium,Annual,,,22.99,1425.38,56,0,Ishaan,India,Tamil Nadu,Female,1996-12-26,,,,
7423-TWWRH,2022-04-14,Organic,2023-04-14,Standard,Annual,2024-01-26,Switched to competitor,13.99,293.79,59,1,Ishaan,India,Rajasthan,Female,1975-01-03,2023-08-13,Y,50.0,1.0
0623-WWNXA,2024-09-17,Referral,2025-09-17,Premium,Annual,,,22.99,344.85,35,0,Nikhil,India,Bihar,Female,1980-07-10,,,,
9987-ZLCSX,2019-12-22,Organic,2020-12-22,Standard,Monthly,,,13.99,1021.27,55,0,Karan,India,Kerala,Female,1978-03-03,2022-12-27,N,90.0,1.0
6905-WHFLZ,2020-03-12,Referral,2021-03-12,Premium,Monthly,,,23.99,1679.3,8,0,Aditya,India,Delhi,Male,1965-08-08,2025-04-20,N,100.0,1.0
3531-MDWGI,2021-08-10,Organic,2022-08-10,Basic,Monthly,,,6.99,370.47,35,0,Aarav,India,Odisha,Female,1960-05-28,2023-09-16,N,80.0,1.0
5892-XSDHC,2021-10-14,Organic,2022-10-14,Premium,Monthly,,,22.99,1172.49,89,0,Diya,India,Punjab,Male,1960-12-30,,,,
1618-RGSXH,2022-12-10,Organic,2023-12-10,Basic,Monthly,,,6.99,258.63,42,0,Nikhil,India,Punjab,Male,1979-04-21,2025-06-09,Y,20.0,1.0
6300-GQNYQ,2020-05-14,Paid,2021-05-14,Basic,Monthly,2022-10-15,Forgot to cancel trial,6.99,202.71,62,1,Rohan,India,Tamil Nadu,Female,1972-11-02,,,,
4263-ZNVKW,2023-11-01,Referral,2024-11-01,Standard,Annual,,,13.99,363.74,75,0,Ishaan,India,Odisha,Male,1987-05-13,2025-05-22,Y,50.0,1.0
9541-XKJXW,2019-09-22,Referral,2020-09-22,Premium,Monthly,2021-10-31,Poor streaming quality,23.99,599.75,53,1,Arjun,India,Bihar,Male,1965-01-18,2021-07-31,N,60.0,1.0
9991-OTJTH,2023-08-16,Referral,2024-08-16,Basic,Monthly,2025-08-29,Forgot to cancel trial,6.99,167.76,55,1,Sneha,India,Karnataka,Female,1986-12-07,,,,
1407-NLZQZ,2020-11-08,Organic,2021-11-08,Premium,Annual,2022-03-09,Too expensive,24.99,399.84,59,1,Ishaan,India,West Bengal,Male,2000-07-12,,,,
1056-WXBRF,2022-04-17,Organic,2023-04-17,Basic,Monthly,2023-04-13,Too expensive,6.99,83.88,50,1,Rohan,India,Madhya Pradesh,Male,1970-01-18,,,,
1901-XGYFH,2023-06-04,Referral,2024-06-04,Basic,Annual,,,6.99,216.69,39,0,Sakshi,India,Uttar Pradesh,Male,1961-07-20,,,,
5052-ZRZVQ,2022-05-09,Organic,2023-05-09,Standard,Monthly,,,15.99,703.56,7,0,Meera,India,West Bengal,Male,1988-05-29,,,,
5016-UAEMB,2019-02-09,Paid,2020-02-09,Standard,Monthly,,,15.99,1327.17,29,0,Mohan,India,Tamil Nadu,Female,1963-05-08,,,,
0825-XEWFW,2022-05-18,Referral,2023-05-18,Basic,Monthly,2024-06-05,Not enough content,6.99,167.76,56,1,Tanvi,India,West Bengal,Male,1972-05-12,,,,
4823-JUSSC,2019-01-06,Organic,2020-01-06,Basic,Annual,,,6.99,594.15,24,0,Vishal,India,Haryana,Female,1961-03-28,2023-12-27,Y,40.0,1.0
5123-CLAOC,2024-05-03,Referral,2025-05-03,Basic,Annual,2024-11-09,Too expensive,6.99,41.94,48,1,Sakshi,India,Uttar Pradesh,Female,1980-05-03,,,,
2365-EWDXJ,2021-02-04,Referral,2022-02-04,Standard,Annual,,,15.99,943.41,69,0,Pooja,India,Rajasthan,Male,2005-03-22,2023-03-28,Y,50.0,1.0
2050-PUXXV,2024-10-09,Paid,2025-10-09,Basic,Annual,2027-02-28,Too expensive,6.99,202.71,57,1,Sakshi,India,Haryana,Male,1962-02-09,,,,
4396-KBOPC,2020-03-27,Organic,2021-03-27,Standard,Annual,,,13.99,979.3,9,0,Aditi,India,Haryana,Male,2001-12-14,,,,
4543-MQDHA,2021-04-26,Referral,2022-04-26,Basic,Annual,,,8.99,512.43,7,0,Diya,India,Karnataka,Male,1961-02-08,,,,
5095-WZRPT,2024-05-11,Referral,2025-05-11,Standard,Monthly,2025-08-28,Not enough content,15.99,239.85,96,1,Akash,India,Telangana,Male,1991-01-04,2024-08-18,Y,10.0,1.0
6509-TIBQJ,2020-08-10,Referral,2021-08-10,Basic,Annual,,,8.99,584.35,15,0,Sakshi,India,Rajasthan,Female,1968-10-21,2022-12-16,N,70.0,1.0
9865-MVXGG,2024-03-18,Organic,2025-03-18,Premium,Monthly,,,22.99,482.79,45,0,Ishaan,India,Rajasthan,Male,2004-02-04,2025-02-11,Y,50.0,1.0
3599-WGYPI,2022-06-06,Organic,2023-06-06,Standard,Monthly,2023-11-02,Not enough content,13.99,237.83,98,1,Neha,India,Bihar,Female,2002-04-16,2023-10-31,Y,20.0,1.0
7177-ZRNDR,2019-11-05,Organic,2020-11-05,Standard,Annual,,,13.99,1035.26,16,0,Aarav,India,Karnataka,Female,1993-02-14,,,,
1132-NTOWI,2020-05-11,Paid,2021-05-11,Premium,Monthly,2020-08-05,Forgot to cancel trial,23.99,47.98,76,1,Tanvi,India,Rajasthan,Female,1977-09-18,2020-07-04,Y,60.0,2.0
6880-NHPGT,2023-07-02,Paid,2024-07-02,Standard,Annual,,,14.99,449.7,39,0,Rahul,India,Odisha,Female,1994-07-21,2023-11-02,N,70.0,1.0
7976-TZZAE,2019-01-04,Organic,2020-01-04,Premium,Monthly,,,22.99,1954.15,47,0,Neha,India,Madhya Pradesh,Male,1990-02-28,2024-09-09,N,100.0,1.0
6979-UNOWA,2022-05-04,Referral,2023-05-04,Standard,Monthly,,,13.99,615.56,26,0,Karan,India,Bihar,Female,2003-04-26,,,,
8227-WTBVV,2022-04-17,Organic,2023-04-17,Basic,Annual,2022-09-12,Poor streaming quality,6.99,27.96,86,1,Sakshi,India,Karnataka,Male,1989-12-09,2022-06-26,N,80.0,1.0
9522-YTHMZ,2020-09-01,Organic,2021-09-01,Standard,Annual,,,15.99,1023.36,5,0,Aditya,India,West Bengal,Female,1981-10-19,,,,
7354-XKJBB,2021-08-05,Referral,2022-08-05,Premium,Annual,,,22.99,1218.47,49,0,Ananya,India,West Bengal,Female,1986-11-18,2022-10-03,N,70.0,1.0
9697-YWVFL,2020-04-12,Paid,2021-04-12,Premium,Monthly,,,22.99,1586.31,31,0,Neha,India,Rajasthan,Male,1977-05-28,2025-04-09,N,90.0,1.0
8213-XDFOX,2020-03-16,Organic,2021-03-16,Standard,Annual,2021-09-30,Switched to competitor,13.99,251.82,23,1,Arjun,India,Delhi,Female,1970-04-17,,,,
1066-YPBZH,2020-05-14,Paid,2021-05-14,Premium,Annual,2020-06-18,Forgot to cancel trial,22.99,22.99,94,1,Meera,India,Telangana,Female,1986-04-20,2020-06-11,Y,20.0,2.0
9117-LUZUK,2020-02-08,Paid,2021-02-08,Basic,Annual,,,6.99,496.29,80,0,Aditya,India,Rajasthan,Female,1975-06-19,2021-06-05,Y,60.0,1.0
4507-GXYFZ,2023-10-10,Referral,2024-10-10,Standard,Annual,,,13.99,377.73,17,0,Neha,India,Karnataka,Male,1995-06-01,,,,
0687-UGWLM,2021-01-17,Paid,2022-01-17,Standard,Monthly,,,15.99,959.4,4,0,Mohan,India,Kerala,Female,1988-05-24,2024-02-26,N,60.0,1.0
3649-TVXSC,2023-02-26,Paid,2024-02-26,Standard,Annual,,,13.99,475.66,32,0,Vishal,India,Tamil Nadu,Female,1974-04-01,,,,
5894-MCCXG,2023-03-03,Organic,2024-03-03,Standard,Annual,,,13.99,475.66,15,0,Diya,India,West Bengal,Male,1996-01-23,,,,
9764-TDWNR,2024-03-09,Referral,2025-03-09,Basic,Monthly,,,6.99,153.78,33,0,Rohan,India,Haryana,Male,1982-04-19,,,,
7781-QJXJF,2024-04-23,Paid,2025-04-23,Standard,Monthly,2026-05-15,Forgot to cancel trial,13.99,349.75,89,1,Ishaan,India,Telangana,Female,1997-06-10,2026-05-02,Y,50.0,2.0
8582-QYIMO,2022-06-24,Paid,2023-06-24,Basic,Monthly,2024-05-25,Switched to competitor,6.99,160.77,24,1,Shreya,India,Rajasthan,Male,1991-09-18,2023-11-06,N,100.0,1.0
3337-PKGFU,2024-01-11,Paid,2025-01-11,Basic,Annual,,,8.99,215.76,37,0,Sakshi,India,Punjab,Male,1965-01-23,,,,
2262-JWXAM,2021-01-10,Organic,2022-01-10,Standard,Monthly,,,13.99,839.4,23,0,Aarav,India,West Bengal,Male,2003-06-07,,,,
6391-XDMKL,2021-03-14,Referral,2022-03-14,Basic,Monthly,,,8.99,521.42,43,0,Sneha,India,Odisha,Male,1991-05-12,,,,
4247-HDTWI,2021-06-15,Referral,2022-06-15,Standard,Annual,,,15.99,879.45,67,0,Mohan,India,Karnataka,Female,2005-10-08,,,,
5160-MXMML,2022-02-25,Organic,2023-02-25,Standard,Monthly,2022-07-02,Forgot to cancel trial,13.99,55.96,55,1,Aditi,India,Odisha,Female,1995-10-28,,,,
5594-SNPEE,2020-05-06,Referral,2021-05-06,Premium,Monthly,,,22.99,1563.32,25,0,Varun,India,Bihar,Male,1988-01-04,,,,
2573-MHSLD,2020-11-27,Organic,2021-11-27,Premium,Annual,2021-07-06,Poor streaming quality,22.99,160.93,91,1,Arjun,India,Odisha,Female,1960-08-15,2021-01-04,N,100.0,1.0
7177-RRZIA,2024-05-16,Referral,2025-05-16,Standard,Annual,,,14.99,284.81,29,0,Sneha,India,Telangana,Female,1989-12-30,,,,
5148-DMYBU,2024-02-02,Referral,2025-02-02,Basic,Monthly,,,6.99,160.77,36,0,Diya,India,Rajasthan,Female,1968-05-17,,,,
8824-UAKLA,2019-03-25,Paid,2020-03-25,Standard,Monthly,,,15.99,1311.18,18,0,Shreya,India,Gujarat,Male,1988-04-08,2020-03-22,N,90.0,1.0
8057-GPXDW,2023-12-01,Referral,2024-12-01,Basic,Monthly,,,6.99,174.75,14,0,Shreya,India,Uttar Pradesh,Male,1965-10-08,,,,
5260-KJSVJ,2020-08-03,Organic,2021-08-03,Standard,Monthly,,,13.99,909.35,58,0,Akash,India,Telangana,Male,1967-04-23,2023-06-14,N,80.0,1.0
1237-NNTPU,2024-05-06,Organic,2025-05-06,Premium,Monthly,,,24.99,499.8,57,0,Tanvi,India,Telangana,Male,2004-11-29,,,,
8504-ACNHY,2022-11-23,Organic,2023-11-23,Standard,Monthly,,,13.99,517.63,52,0,Tanvi,India,Gujarat,Female,1973-03-28,,,,
0468-QHIMZ,2020-03-19,Referral,2021-03-19,Basic,Monthly,,,6.99,489.3,38,0,Aditya,India,Delhi,Male,1964-07-06,2023-02-17,N,100.0,1.0
2455-CFLKS,2024-02-02,Organic,2025-02-02,Basic,Monthly,,,6.99,160.77,38,0,Neha,India,West Bengal,Male,1986-02-07,,,,
6903-JSMVE,2021-02-23,Paid,2022-02-23,Basic,Annual,2022-04-17,Forgot to cancel trial,7.99,103.87,72,1,Nikhil,India,West Bengal,Female,1965-10-21,2021-11-16,Y,20.0,2.0
5464-JORWC,2021-11-10,Organic,2022-11-10,Standard,Monthly,,,13.99,699.5,79,0,Aditi,India,Maharashtra,Female,1964-02-01,2025-03-13,N,70.0,2.0
2646-CKSLK,2021-05-05,Organic,2022-05-05,Premium,Annual,,,23.99,1343.44,53,0,Nikhil,India,Punjab,Male,1974-10-16,,,,
8780-EWXND,2024-08-16,Paid,2025-08-16,Basic,Annual,2024-09-16,Not enough content,8.99,8.99,86,1,Rohan,India,Odisha,Female,1977-02-28,,,,
6145-UIPHA,2021-08-04,Organic,2022-08-04,Premium,Monthly,,,22.99,1218.47,19,0,Shreya,India,Bihar,Male,1974-10-15,,,,
9889-FJTAG,2021-10-03,Referral,2022-10-03,Basic,Monthly,2023-04-11,Not enough content,6.99,125.82,89,1,Arjun,India,Gujarat,Male,1974-05-17,2023-03-17,N,80.0,2.0
8587-REVQE,2020-08-10,Organic,2021-08-10,Basic,Annual,,,7.99,519.35,2,0,Diya,India,Haryana,Female,1980-01-11,2025-03-07,N,100.0,1.0
3725-NBQVD,2020-07-02,Paid,2021-07-02,Basic,Annual,,,6.99,461.34,58,0,Kavya,India,Odisha,Female,2004-04-05,2021-03-21,Y,20.0,1.0
4823-WJKQD,2019-09-07,Paid,2020-09-07,Basic,Monthly,,,6.99,531.24,19,0,Varun,India,Odisha,Female,2003-09-17,,,,
5113-QAZJS,2022-12-02,Referral,2023-12-02,Standard,Monthly,,,13.99,517.63,54,0,Mohan,India,West Bengal,Female,1993-04-27,2024-09-23,N,80.0,1.0
0981-HUZPO,2020-10-13,Paid,2021-10-13,Basic,Monthly,,,6.99,440.37,21,0,Kavya,India,Tamil Nadu,Female,1987-06-01,,,,
1933-OZJBQ,2020-07-28,Organic,2021-07-28,Standard,Annual,2022-04-04,Too expensive,13.99,279.8,91,1,Aarav,India,Bihar,Female,2001-05-11,,,,
2651-VNCWG,2019-05-21,Paid,2020-05-21,Premium,Monthly,,,22.99,1839.2,2,0,Diya,India,Telangana,Female,1974-11-08,,,,
5568-AIXZE,2022-05-17,Referral,2023-05-17,Basic,Monthly,,,8.99,395.56,5,0,Varun,India,Rajasthan,Female,1978-11-21,,,,
9148-SZZPX,2022-02-14,Paid,2023-02-14,Premium,Annual,2022-07-29,Forgot to cancel trial,22.99,114.95,80,1,Kavya,India,Haryana,Female,2002-01-10,2022-05-26,Y,40.0,2.0
8225-QUEOR,2022-07-26,Paid,2023-07-26,Standard,Monthly,,,13.99,573.59,66,0,Aarav,India,Punjab,Female,1986-05-27,,,,
9463-AKGQY,2023-06-20,Referral,2024-06-20,Standard,Annual,2025-05-17,Too expensive,15.99,367.77,95,1,Aarav,India,Rajasthan,Female,1977-02-24,2024-10-14,Y,60.0,1.0
